filename,class,xmin,ymin,xmax,ymax
1351.tif,3,133.81,0,213.81,62.91
1351.tif,3,177,50.59,256,130.59
1352.tif,2,0,175.59,54.72,255.59
1353.tif,2,0,115.81,59.74,195.81
1354.tif,3,86.02,161.26,166.02,241.26
1355.tif,2,8.65,0,88.65,71.49
1356.tif,2,10.35,203.95,90.35,256
1357.tif,3,125.33,0,205.33,70.98
1358.tif,2,0,14.2,70.97,94.2
1359.tif,3,103.67,63.94,183.67,143.94
1360.tif,1,5.32,191.79,85.32,256
1361.tif,4,151.05,100.68,231.05,180.68
1361.tif,4,205.05,86.28,256,166.28
1361.tif,4,97.65,119.48,177.65,199.48
1361.tif,4,80.65,60.58,160.65,140.58
1361.tif,4,88.85,14.48,168.85,94.48
1361.tif,2,0,14.25,69.37,94.25
1361.tif,2,154.98,25.45,234.98,105.44
1361.tif,2,200.22,0,256,56.84
1361.tif,2,170.73,189.7,250.73,256
1362.tif,4,0,212.48,43.65,256
1363.tif,2,204.49,199.93,256,256
1363.tif,2,151.51,59.31,231.51,139.31
1363.tif,1,192.91,83.41,256,163.4
1364.tif,2,29.24,210.18,109.24,256
1364.tif,1,73.87,204.79,153.87,256
1364.tif,1,0,36.31,64.61,116.31
1364.tif,1,212.43,20.98,256,100.98
1364.tif,1,54.01,11.71,134.01,91.7
1364.tif,1,90.83,42.3,170.83,122.3
1365.tif,4,89.91,170.27,169.91,250.27
1365.tif,4,0,155.77,72.51,235.77
1365.tif,2,122.99,92.27,202.99,172.27
1365.tif,2,146.86,160.43,226.87,240.43
1365.tif,2,205.93,77.05,256,157.05
1366.tif,2,0,109.24,52.7,189.24
1367.tif,4,180.29,0,256,78.87
1367.tif,4,143.39,36.27,223.4,116.27
1367.tif,4,127.6,96.77,207.6,176.77
1367.tif,2,194.9,139.47,256,219.47
1368.tif,4,0,89.07,66.9,169.07
1368.tif,4,30.09,0,110.09,70.27
1368.tif,4,81.7,45.37,161.7,125.37
1369.tif,4,185.2,179.34,256,256
1370.tif,4,146.82,167.47,226.82,247.47
1371.tif,2,196.39,201.77,256,256
1372.tif,2,53.82,108.93,133.82,188.93
1373.tif,4,153.99,161.48,233.99,241.48
1373.tif,4,89.19,165.68,169.19,245.68
1374.tif,4,0,161.78,43.49,241.78
1374.tif,4,0.69,132.08,80.69,212.08
1374.tif,4,0,49.49,75.78,129.49
1374.tif,4,54.79,90.78,134.79,170.78
1375.tif,2,0,207.41,55.8,256
1375.tif,2,207.1,92.55,256,172.55
1375.tif,2,17.13,172.28,97.13,252.28
1376.tif,4,207.61,200.62,256,256
1376.tif,2,161.7,83.98,241.7,163.98
1376.tif,2,140.73,126.2,220.73,206.21
1376.tif,2,66.12,121.14,146.12,201.14
1376.tif,2,134.01,64.12,214.02,144.12
1377.tif,4,0,145.9,74.93,225.9
1377.tif,4,0,178.82,40.41,256
1377.tif,4,0,135.54,54.29,215.54
1377.tif,4,16,188.77,96,256
1377.tif,1,211.38,120.2,256,200.2
1378.tif,4,165.5,151.37,245.51,231.37
1379.tif,4,0,164.43,72.47,244.43
1379.tif,4,28.2,200.47,108.21,256
1379.tif,4,68.71,185.27,148.71,256
1380.tif,2,114.28,80.28,194.28,160.28
1380.tif,2,0,101.6,78.53,181.6
1381.tif,4,133.42,195.26,213.42,256
1381.tif,4,72.69,148.03,152.69,228.03
1381.tif,4,80.65,29.58,160.65,109.58
1381.tif,4,34.06,69.1,114.06,149.1
1381.tif,3,140.77,109.96,220.77,189.96
1382.tif,4,0,170.31,51.9,250.31
1382.tif,3,55.44,97.88,135.44,177.88
1382.tif,3,5.1,125.76,85.1,205.76
1383.tif,4,61.81,165.64,141.81,245.64
1383.tif,4,203.16,122.65,256,202.65
1384.tif,4,176.66,112.59,256,192.59
1384.tif,4,201.71,52.28,256,132.28
1384.tif,4,106.03,170.23,186.03,250.23
1384.tif,4,56.28,179.73,136.28,256
1384.tif,2,197.53,198.74,256,256
1384.tif,2,63.12,78.14,143.12,158.14
1385.tif,4,0,125.1,63.85,205.1
1385.tif,2,142.97,182.91,222.97,256
1386.tif,4,196.05,201.91,256,256
1386.tif,2,31.91,210.41,111.91,256
1387.tif,4,180.61,154.64,256,234.65
1387.tif,4,149.41,165.94,229.41,245.95
1387.tif,4,166.51,88.94,246.51,168.94
1387.tif,4,105.61,98.54,185.61,178.54
1388.tif,4,0,166.24,57.68,246.24
1388.tif,4,0,112.23,68.59,192.23
1388.tif,4,45.71,154.05,125.71,234.05
1389.tif,2,89.92,81.13,169.92,161.13
1390.tif,4,206.23,136.12,256,216.12
1390.tif,4,106.17,215.05,186.17,256
1390.tif,2,93.59,55.35,173.59,135.35
1390.tif,2,73.17,0,153.17,42.59
1390.tif,2,190.22,203.93,256,256
1391.tif,2,0,32.84,73.88,112.84
1392.tif,4,117.95,0.97,197.95,80.97
1392.tif,4,100.49,103.28,180.49,183.28
1392.tif,4,0,81.8,61.67,161.8
1392.tif,4,52.77,202.81,132.77,256
1392.tif,4,155.97,179.91,235.97,256
1393.tif,4,85.96,174.28,165.96,254.28
1393.tif,4,188.26,172.98,256,252.98
1394.tif,2,203.96,0,256,78.07
1395.tif,4,76.84,138.81,156.84,218.81
1396.tif,4,142.72,175.6,222.72,255.6
1396.tif,4,5.59,207.97,85.59,256
1397.tif,4,137.49,143.37,217.49,223.37
1398.tif,1,141.13,206.43,221.13,256
1399.tif,1,84.36,135.51,164.36,215.51
1399.tif,1,124.42,127.43,204.42,207.43
1399.tif,1,28.4,131.38,108.4,211.38
1399.tif,1,100.96,171.04,180.96,251.04
1400.tif,1,128.4,99.7,208.4,179.7
1400.tif,1,186.24,79.64,256,159.64
1401.tif,1,0,0,61.41,77.74
1401.tif,1,73.64,192.15,153.64,256
1401.tif,1,9.24,79.61,89.24,159.61
1401.tif,1,135.94,168.89,215.94,248.89
1401.tif,1,0,179.69,74.18,256
1402.tif,4,17.36,182.75,97.36,256
1402.tif,4,0,205.55,58.16,256
1403.tif,4,140.02,181.6,220.02,256
1404.tif,4,0,137.02,64.67,217.02
1405.tif,2,205.43,30.97,256,110.97
1406.tif,2,0,20.07,53.12,100.07
1407.tif,4,0,11.22,49.57,91.22
1408.tif,4,39.11,5.35,119.11,85.35
1408.tif,2,19.17,58.32,99.17,138.32
1409.tif,4,119.79,0,199.79,66.18
1410.tif,4,17.89,0,97.89,60.18
1411.tif,2,36.82,82.8,116.82,162.8
1412.tif,2,92.06,0,172.06,71.56
1413.tif,4,130.61,47.55,210.61,127.55
1413.tif,2,178.78,19.42,256,99.42
1414.tif,4,164.88,45.06,244.88,125.06
1414.tif,2,37.8,22.98,117.8,102.99
1414.tif,2,0,0,65.81,73.65
1415.tif,4,105.71,0,185.71,55.67
1415.tif,2,204.82,66.29,256,146.29
1416.tif,4,171.25,0,251.25,67.21
1416.tif,4,149.75,16.91,229.75,96.91
1417.tif,4,0,70.51,45.15,150.51
1418.tif,4,212.01,0,256,41.55
1418.tif,4,129.25,3.24,209.25,83.24
1419.tif,4,186.08,0,256,41.6
1420.tif,4,207.02,82.25,256,162.25
1420.tif,4,78.68,0,158.68,75.83
1421.tif,4,0,87.38,74.16,167.38
1421.tif,4,0,143.21,60.65,223.21
1422.tif,4,51.73,4.9,131.73,84.9
1423.tif,1,144.17,10.92,224.17,90.92
1423.tif,1,95.87,0,175.87,72.52
1423.tif,1,0,7.55,44.6,87.55
1423.tif,1,179.97,50.42,256,130.42
1424.tif,1,7.15,0,87.15,73.84
1425.tif,4,128.88,193.72,208.88,256
1425.tif,4,91.89,107.36,171.9,187.36
1425.tif,4,124.16,77.8,204.16,157.8
1426.tif,4,92.42,127.36,172.42,207.36
1427.tif,4,164.09,85.68,244.09,165.68
1428.tif,4,175.07,112.14,255.07,192.14
1428.tif,2,46.4,194.95,126.4,256
1428.tif,2,34.47,120.15,114.47,200.15
1429.tif,4,181.02,154.13,256,234.13
1430.tif,4,0,97.34,48.46,177.34
1431.tif,4,99.78,0,179.78,61.55
1431.tif,4,134.72,137.52,214.71,217.52
1431.tif,3,211.51,56.02,256,136.02
1431.tif,3,103.72,22.32,183.71,102.32
1431.tif,3,186.52,0,256,61.92
1431.tif,3,62.12,54.92,142.11,134.92
1431.tif,1,75.82,130.52,155.81,210.52
1432.tif,4,24.12,91.13,104.11,171.13
1433.tif,4,196.82,127.81,256,207.81
1434.tif,4,37.16,105.74,117.16,185.75
1434.tif,2,0,0,53.73,78.03
1435.tif,1,180.02,215.28,256,256
1436.tif,4,52.46,198.31,132.46,256
1436.tif,4,121.29,156.5,201.29,236.5
1436.tif,4,46.42,65.1,126.42,145.1
1436.tif,4,72.35,155.79,152.35,235.79
1436.tif,4,129.29,93.2,209.29,173.2
1436.tif,4,94.79,95.9,174.79,175.9
1436.tif,4,112.39,83.1,192.39,163.1
1436.tif,4,188.89,148,256,228
1436.tif,4,0,180.65,71.07,256
1436.tif,4,180.79,53.1,256,133.1
1436.tif,4,86.59,39.89,166.59,119.9
1436.tif,4,0,121.1,79.59,201.1
1436.tif,4,137.79,53.5,217.79,133.5
1436.tif,2,154.89,121.8,234.89,201.8
1437.tif,3,96.23,52.54,176.23,132.54
1437.tif,3,109.39,111.38,189.4,191.38
1438.tif,4,190.77,206.56,256,256
1438.tif,4,206.87,215.96,256,256
1438.tif,4,61.57,151.06,141.57,231.06
1438.tif,2,0,50.8,56.36,130.81
1439.tif,4,33.88,214.85,113.88,256
1440.tif,4,23,173.93,103,253.93
1440.tif,4,0,161.69,42.75,241.69
1441.tif,4,139.54,51.97,219.54,131.97
1442.tif,4,0,190.03,53.94,256
1443.tif,4,209.93,174.01,256,254.01
1443.tif,4,177.33,95.01,256,175.01
1444.tif,4,33.13,115.51,113.13,195.51
1444.tif,4,2.03,171.41,82.03,251.41
1444.tif,4,108.83,147.11,188.83,227.11
1444.tif,4,0,15.71,55.23,95.71
1445.tif,4,90.52,4.3,170.52,84.31
1445.tif,4,39.79,26.53,119.79,106.53
1446.tif,1,200.68,133.4,256,213.4
1447.tif,4,137.47,0,217.47,56.52
1447.tif,2,32.15,48.16,112.15,128.16
1447.tif,2,124.05,42.04,204.05,122.04
1448.tif,4,206.87,17.82,256,97.82
1448.tif,4,165.67,57.02,245.67,137.02
1448.tif,4,86.32,98.39,166.32,178.39
1449.tif,4,0,0,40.97,72.72
1449.tif,4,0.97,0,80.97,44.62
1449.tif,1,211.51,71.68,256,151.68
1450.tif,1,119.18,134.31,199.18,214.31
1451.tif,3,0,7.5,47.94,87.5
1452.tif,2,107.94,0,187.94,76.44
1452.tif,2,57.04,0,137.04,78.44
1453.tif,2,143.87,0,223.87,50.02
1454.tif,4,93.69,0,173.69,61.6
1454.tif,4,213.82,75.8,256,155.8
1455.tif,4,112.27,0,192.27,76.34
1455.tif,2,38.15,0,118.16,64.47
1456.tif,4,0,30.36,63.37,110.37
1457.tif,2,192.89,0,256,74.28
1458.tif,2,0,0,64.12,63.24
1459.tif,4,172.15,8.87,252.15,88.87
1460.tif,4,191.88,17.26,256,97.27
1461.tif,4,20.34,38.23,100.34,118.23
1462.tif,4,0,0,63.83,51.51
1463.tif,3,101.87,78.41,181.87,158.41
1463.tif,3,179.13,120.74,256,200.74
1464.tif,4,21.55,0,101.55,52.57
1465.tif,3,64.29,133.53,144.29,213.53
1466.tif,4,3.79,101.16,83.79,181.16
1467.tif,4,0,128.15,68.04,208.15
1468.tif,3,212.93,1.55,256,81.55
1469.tif,1,77.59,181.43,157.59,256
1469.tif,1,0,0,76.1,73.58
1470.tif,2,199.27,50.63,256,130.63
1471.tif,4,121.07,0,201.07,41.73
1471.tif,4,72.92,46.93,152.92,126.93
1471.tif,2,36.41,4.6,116.41,84.6
1472.tif,4,182.39,20.48,256,100.48
1472.tif,4,161.22,0,241.22,53.39
1472.tif,4,92.96,4.61,172.96,84.61
1473.tif,3,24.65,42.36,104.65,122.36
1474.tif,2,68.81,194.6,148.81,256
1475.tif,4,74.11,168.47,154.11,248.47
1475.tif,4,6.9,95.98,86.9,175.98
1475.tif,1,119.09,172.18,199.08,252.18
1476.tif,4,174.57,171.21,254.57,251.21
1477.tif,4,13.06,213.59,93.06,256
1477.tif,4,63.78,208.04,143.78,256
1478.tif,3,70.94,178.32,150.94,256
1478.tif,3,76.76,94.71,156.76,174.71
1479.tif,4,131.91,174.08,211.91,254.08
1479.tif,4,211.82,107.94,256,187.94
1479.tif,4,166.31,52.91,246.31,132.91
1479.tif,3,108.1,19.57,188.1,99.57
1480.tif,4,42.6,150.8,122.6,230.8
1480.tif,4,42.6,16.92,122.6,96.92
1480.tif,4,202.41,73.54,256,153.54
1481.tif,4,1.44,215.89,81.44,256
1482.tif,4,0,212.19,71.33,256
1483.tif,4,134.58,29.16,214.58,109.16
1483.tif,1,195.72,0,256,79.28
1483.tif,1,135.96,0,215.97,41.07
1484.tif,1,187.07,6.93,256,86.93
1485.tif,3,133.38,46.14,213.38,126.14
1485.tif,3,192.12,19.16,256,99.16
1486.tif,4,160.49,52.49,240.49,132.49
1487.tif,4,115.33,3.28,195.33,83.28
1487.tif,4,30.66,0,110.66,70.58
1488.tif,4,7.5,0,87.5,67.41
1489.tif,4,40.54,64.66,120.54,144.66
1489.tif,4,207.41,24.92,256,104.92
1490.tif,4,34.49,87.36,114.49,167.36
1491.tif,4,197.47,23.57,256,103.57
1492.tif,4,8.68,78.6,88.68,158.6
1492.tif,4,135.15,8.22,215.15,88.22
1493.tif,4,0,198.91,44.17,256
1494.tif,4,125.62,51.73,205.62,131.73
1494.tif,3,49.42,123.7,129.42,203.7
1495.tif,1,176.22,161.61,256,241.61
1495.tif,1,131.81,143.96,211.81,223.96
1496.tif,4,6.62,82.51,86.62,162.51
1496.tif,4,214.69,181.68,256,256
1496.tif,3,96.05,142.74,176.05,222.74
1497.tif,4,183.77,34.93,256,114.93
1498.tif,3,0,136.58,54.92,216.58
1499.tif,4,124.8,209.45,204.8,256
1500.tif,3,105.39,0,185.39,65.29
1501.tif,1,126.18,38.81,206.18,118.81
1502.tif,1,185.24,196.83,256,256
1503.tif,4,110.72,198.13,190.72,256
1503.tif,4,172.22,161.41,252.22,241.41
1503.tif,3,0,194.91,66.82,256
1504.tif,4,13.94,42.46,93.94,122.45
1504.tif,4,52.94,69.38,132.94,149.37
1504.tif,4,194.76,94.11,256,174.11
1504.tif,4,145.29,36.78,225.29,116.78
1504.tif,4,0,129.69,46.59,209.69
1505.tif,4,187.49,154.13,256,234.13
1505.tif,4,160.89,178.93,240.89,256
1505.tif,4,160.59,177.53,240.59,256
1505.tif,4,185.28,123.71,256,203.71
1506.tif,4,72.19,179.04,152.19,256
1506.tif,4,10.61,184.85,90.61,256
1506.tif,4,95.76,136.36,175.76,216.36
1506.tif,4,0,209.83,67.89,256
1506.tif,4,84.59,158.33,164.59,238.33
1506.tif,4,158.52,181.82,238.52,256
1506.tif,4,17.18,113.59,97.18,193.59
1506.tif,4,64.23,91.26,144.23,171.26
1506.tif,4,28.69,88.23,108.69,168.23
1507.tif,2,137.24,132.58,217.24,212.59
1507.tif,2,101.34,144.87,181.35,224.87
1507.tif,2,149.69,185.79,229.69,256
1508.tif,4,110.96,142.67,190.96,222.67
1508.tif,2,0,111.83,73.08,191.83
1508.tif,2,171.35,165.67,251.35,245.67
1508.tif,2,70.79,3.87,150.79,83.87
1508.tif,2,8.48,0,88.48,46.95
1509.tif,1,188.37,53.4,256,133.4
1509.tif,1,3.69,68.57,83.69,148.57
1510.tif,4,0,193.51,54.05,256
1510.tif,4,127.34,189.07,207.34,256
1511.tif,2,204.06,181.93,256,256
1511.tif,2,180.66,166.73,256,246.73
1511.tif,2,168.56,134.63,248.56,214.63
1511.tif,2,141.26,214.43,221.26,256
1511.tif,2,184.96,70.93,256,150.93
1511.tif,1,109.62,102.01,189.62,182.01
1511.tif,1,108.76,153.43,188.76,233.43
1511.tif,1,125.18,22.22,205.18,102.22
1512.tif,2,19.86,182.53,99.86,256
1512.tif,2,0,87.03,51.46,167.03
1512.tif,2,56.56,115.63,136.56,195.63
1512.tif,2,16.96,99.13,96.96,179.13
1512.tif,2,72.26,184.73,152.26,256
1513.tif,1,151.53,105.81,231.53,185.81
1514.tif,1,55.64,201.66,135.64,256
1515.tif,2,101.01,85.15,181.01,165.15
1515.tif,1,109.56,158.13,189.56,238.13
1516.tif,1,199.61,4.9,256,84.9
1516.tif,1,186.11,0,256,53.9
1516.tif,1,189.31,66.44,256,146.44
1516.tif,1,102.01,0,182.01,63.07
1517.tif,1,0,0,58.75,67.04
1517.tif,1,0,65.42,54.99,145.42
1517.tif,1,56.51,72.99,136.51,152.99
1517.tif,1,67.51,0,147.51,40.5
1517.tif,1,15.61,125.5,95.61,205.5
1517.tif,1,107.01,0,187.01,51.8
1517.tif,1,119.97,84.56,199.97,164.56
1518.tif,1,199.38,100.99,256,181
1519.tif,4,191.43,189.76,256,256
1519.tif,4,155.25,95.57,235.25,175.57
1519.tif,4,47.35,118.97,127.35,198.98
1519.tif,4,112.04,27.32,192.04,107.32
1519.tif,4,35.75,161.57,115.75,241.58
1519.tif,4,0,18.02,47.49,98.02
1519.tif,4,0,214.68,66.26,256
1519.tif,4,0,168.29,79.27,248.29
1520.tif,1,162.05,0,242.05,62.6
1521.tif,4,0,154.04,71.47,234.04
1521.tif,4,88.48,172.35,168.48,252.35
1521.tif,4,15.07,76.13,95.07,156.14
1521.tif,2,135.94,13.22,215.95,93.22
1522.tif,2,90.87,121.49,170.87,201.49
1523.tif,3,121.31,38.58,201.31,118.58
1524.tif,4,70.95,198.82,150.95,256
1524.tif,4,110.05,207.02,190.05,256
1524.tif,4,155.85,89.42,235.85,169.42
1524.tif,3,0,69.44,76.91,149.44
1525.tif,4,0,65.88,76.76,145.87
1525.tif,4,179.75,164.67,256,244.67
1526.tif,2,173.51,199.51,253.51,256
1527.tif,4,0,174.14,74.03,254.14
1527.tif,4,75.8,145.46,155.8,225.46
1527.tif,4,94.33,177.17,174.33,256
1528.tif,4,129,126.05,209,206.05
1529.tif,4,14.59,210.56,94.59,256
1529.tif,4,87.22,105.19,167.22,185.19
1529.tif,4,88,202.35,168,256
1529.tif,1,44.7,100.55,124.7,180.55
1530.tif,4,104.88,123.96,184.88,203.96
1530.tif,4,212.98,48.66,256,128.66
1530.tif,1,165.58,164.84,245.58,244.84
1531.tif,4,82.93,156.26,162.93,236.26
1531.tif,4,0,128.89,48.04,208.89
1531.tif,4,4.71,202.64,84.71,256
1531.tif,1,0,180.24,42.88,256
1531.tif,1,45.48,209.44,125.48,256
1532.tif,4,0,47.16,79.58,127.16
1532.tif,4,72.15,17.9,152.15,97.9
1532.tif,4,126.12,122.49,206.12,202.48
1533.tif,4,0,176.58,65.67,256
1533.tif,4,41.47,134.14,121.47,214.14
1533.tif,4,112.64,180.24,192.64,256
1533.tif,4,6.15,77.14,86.15,157.14
1534.tif,1,161.61,199.48,241.61,256
1534.tif,1,101.97,168.96,181.97,248.96
1534.tif,1,171.34,113.84,251.34,193.84
1534.tif,1,44.38,155.97,124.38,235.97
1534.tif,1,145.92,0,225.93,72.29
1534.tif,1,0,185.33,62.28,256
1535.tif,1,0,134.75,58.05,214.75
1536.tif,1,134.43,83.46,214.43,163.47
1537.tif,4,74.82,212.55,154.82,256
1538.tif,4,147.22,180.95,227.22,256
1539.tif,1,0,157.92,54.86,237.92
1539.tif,1,205.35,166.81,256,246.81
1540.tif,1,125.22,152.9,205.22,232.9
1540.tif,1,187.93,161.71,256,241.71
1540.tif,1,203.13,207.61,256,256
1541.tif,1,94.95,179.76,174.95,256
1541.tif,1,0,112.11,74.63,192.11
1541.tif,1,137.83,40.91,217.83,120.91
1542.tif,1,159.6,171.56,239.6,251.56
1542.tif,1,198.75,129.2,256,209.2
1542.tif,1,140,204.53,220,256
1543.tif,1,0,84.63,64.75,164.63
1543.tif,1,14.94,165.1,94.94,245.1
1543.tif,1,0,179.8,55.04,256
1544.tif,3,124.49,25.65,204.49,105.65
1545.tif,4,146.13,109.17,226.13,189.17
1545.tif,4,105.29,89.89,185.29,169.89
1545.tif,3,160.81,180.76,240.82,256
1545.tif,1,0,118.8,79.28,198.8
1545.tif,1,65.36,185.35,145.36,256
1546.tif,4,75.72,133.82,155.72,213.82
1546.tif,4,190.61,9.28,256,89.28
1547.tif,4,121.86,192.11,201.86,256
1548.tif,4,111.15,187.27,191.15,256
1548.tif,1,0,112.97,70.94,192.97
1549.tif,4,0,115.35,67.04,195.35
1550.tif,4,26.59,0,106.59,52.23
1550.tif,4,135.51,0,215.51,42.34
1550.tif,4,65.29,0,145.29,54.53
1550.tif,4,64.79,0,144.79,56.03
1551.tif,2,106.38,7.53,186.38,87.53
1552.tif,2,112.74,2.67,192.74,82.67
1552.tif,2,0,0,79.49,66.45
1553.tif,3,169.1,0,249.1,49.98
1554.tif,2,165.66,53.63,245.66,133.63
1555.tif,2,0,0,67.16,53.73
1555.tif,2,0,0,77.36,72.53
1555.tif,2,0,27.83,67.66,107.83
1556.tif,1,118.3,0,198.3,71.29
1557.tif,1,144.89,62.25,224.89,142.25
1557.tif,1,157.37,0,237.37,55.09
1558.tif,4,186.73,0,256,50.38
1558.tif,4,103.65,26.88,183.65,106.89
1559.tif,4,69.29,0,149.29,71.75
1559.tif,2,19.66,39.95,99.67,119.95
1560.tif,4,134.69,0,214.69,77.05
1560.tif,1,203.99,1.54,256,81.54
1561.tif,2,176.55,31.78,256,111.78
1562.tif,2,8.48,0,88.48,52.69
1562.tif,2,201.76,0,256,77.93
1562.tif,2,0,26.67,73.43,106.67
1563.tif,4,184,0,256,52.55
1563.tif,4,102.5,0,182.5,75.15
1564.tif,4,0,10.25,43.7,90.25
1564.tif,4,125.95,11.3,205.95,91.3
1565.tif,4,201.38,0,256,45.26
1565.tif,4,124.89,0,204.89,49.64
1565.tif,4,177.44,98.71,256,178.71
1565.tif,1,166.38,27.54,246.38,107.54
1566.tif,4,0,0,58.53,60.75
1567.tif,4,67.42,0,147.41,55.58
1567.tif,4,0,83.27,79.83,163.27
1567.tif,4,89.31,72.66,169.31,152.66
1568.tif,4,204.5,65.43,256,145.43
1568.tif,4,176.18,196.13,256,256
1569.tif,4,21.4,109.7,101.4,189.7
1569.tif,4,63.9,107.86,143.9,187.86
1570.tif,1,74.2,0,154.2,67.5
1571.tif,4,0,31.79,76.91,111.79
1571.tif,4,143.1,156.02,223.1,236.02
1571.tif,4,201.47,190.59,256,256
1571.tif,2,23.35,143.05,103.35,223.06
1571.tif,2,61.09,80.54,141.09,160.54
1571.tif,1,122.59,96.37,202.59,176.37
1572.tif,4,117.18,138.3,197.18,218.3
1572.tif,1,0,23.4,58.12,103.4
1573.tif,2,164.63,33.92,244.63,113.92
1574.tif,4,14.64,115.7,94.64,195.7
1574.tif,4,104.34,67.97,184.34,147.97
1574.tif,2,0,25.42,58.03,105.42
1575.tif,1,58.68,0,138.69,49.07
1575.tif,1,49.97,25.31,129.97,105.31
1575.tif,1,169.36,18.22,249.36,98.22
1576.tif,4,60.99,82.55,140.99,162.55
1576.tif,1,0,4.22,66.36,84.22
1576.tif,1,53.06,0,133.06,57.92
1577.tif,4,122.33,32.71,202.33,112.71
1578.tif,1,9.38,0,89.38,65.51
1578.tif,1,73.75,9.46,153.75,89.46
1579.tif,1,46.6,116.58,126.6,196.58
1580.tif,4,192.91,0,256,79.95
1581.tif,4,58.31,12.26,138.31,92.26
1581.tif,4,15.31,0,95.31,69.16
1581.tif,4,101.71,0,181.71,72.86
1581.tif,4,121.41,5.66,201.41,85.66
1582.tif,1,0,0,42.36,44
1583.tif,1,178.25,102.36,256,182.36
1583.tif,1,183.3,27.1,256,107.1
1583.tif,1,59.86,93.64,139.85,173.64
1584.tif,4,188.42,85.84,256,165.84
1585.tif,3,0,179.45,45.47,256
1586.tif,4,167.89,0,247.89,59.67
1586.tif,1,40.04,121.6,120.04,201.6
1586.tif,1,94.01,157.88,174.01,237.88
1587.tif,4,81.43,91.12,161.43,171.12
1587.tif,4,0,9.79,64.11,89.79
1587.tif,4,43.74,10.5,123.74,90.5
1587.tif,4,145.53,0,225.53,51.36
1588.tif,4,14.14,0,94.14,78.34
1589.tif,2,180.94,0,256,69.79
1590.tif,2,122.87,90.04,202.87,170.04
1591.tif,4,151.4,134.91,231.4,214.91
1591.tif,3,0,23.25,54.13,103.25
1592.tif,4,0,85.7,74.88,165.7
1593.tif,3,215.13,200.52,256,256
1593.tif,3,156.93,166.66,236.93,246.66
1594.tif,3,152.69,13.85,232.69,93.85
1594.tif,3,97.66,0,177.66,61.04
1594.tif,3,19.87,4.32,99.87,84.32
1594.tif,1,118.83,86.87,198.83,166.87
1595.tif,4,143.28,65.18,223.28,145.18
1595.tif,3,193.55,204.88,256,256
1595.tif,3,21.58,86.87,101.58,166.87
1595.tif,3,92.48,10.14,172.48,90.14
1595.tif,3,0,0,40.72,79.56
1595.tif,1,205.73,80.52,256,160.52
1596.tif,3,17.46,173.65,97.46,253.66
1596.tif,2,210.91,197.7,256,256
1596.tif,1,0,49.83,63.06,129.83
1596.tif,1,13.76,90.58,93.76,170.58
1597.tif,2,0,99.69,49.07,179.69
1597.tif,2,0,0,73.94,75.97
1597.tif,2,72.26,90.16,152.26,170.16
1597.tif,2,0,187,63.36,256
1598.tif,1,214.72,73.23,256,153.23
1599.tif,3,87.31,27.72,167.31,107.72
1599.tif,2,188.93,206.13,256,256
1599.tif,2,37.04,60.53,117.04,140.53
1600.tif,2,167.17,162.81,247.18,242.81
1601.tif,4,84.97,210.6,164.97,256
1601.tif,2,24.14,185.78,104.14,256
1602.tif,1,39.27,0,119.27,69.83
1602.tif,1,48.49,33.78,128.49,113.78
1602.tif,1,65.5,118.14,145.5,198.14
1603.tif,4,111.58,209.71,191.58,256
1603.tif,1,49.51,194.2,129.51,256
1604.tif,2,0,20.4,77.72,100.4
1604.tif,2,83.38,0,163.38,61.92
1604.tif,2,49.86,133.37,129.86,213.37
1604.tif,1,103.24,111.64,183.24,191.64
1605.tif,4,99.87,78.12,179.87,158.13
1605.tif,2,3.66,0,83.66,75.57
1605.tif,1,170.63,69.44,250.63,149.44
1606.tif,1,0,0,72.84,64.4
1607.tif,4,25.42,154.51,105.42,234.51
1608.tif,2,127.64,193.92,207.64,256
1609.tif,4,0,168.48,63.99,248.48
1609.tif,2,129.23,161.65,209.23,241.65
1610.tif,4,0,185.86,42.62,256
1610.tif,4,27.79,74.13,107.79,154.13
1610.tif,2,0,105.79,52.55,185.79
1610.tif,2,148.2,132.47,228.21,212.48
1610.tif,2,76.82,20.13,156.82,100.13
1611.tif,2,60.54,72.48,140.54,152.48
1612.tif,3,16.95,0,96.95,46.24
1613.tif,2,105.92,69.51,185.92,149.51
1613.tif,2,32.68,109.24,112.68,189.24
1613.tif,2,0,152.07,76.06,232.07
1613.tif,2,0,204.2,44.4,256
1613.tif,1,167.37,120.41,247.37,200.41
1614.tif,4,110.61,0,190.61,71.31
1614.tif,2,21.23,0,101.23,68.82
1615.tif,4,184.94,214.49,256,256
1616.tif,4,0,97.17,59.84,177.17
1617.tif,3,27.36,82.9,107.36,162.9
1618.tif,4,171.48,136.63,251.48,216.63
1619.tif,2,12.93,137.87,92.93,217.87
1620.tif,2,40.05,19.31,120.05,99.31
1621.tif,4,28.72,161.18,108.72,241.18
1621.tif,4,139.2,156.84,219.2,236.84
1621.tif,3,168.99,108.42,249,188.42
1621.tif,2,92.65,38.29,172.65,118.29
1621.tif,2,191.34,36.42,256,116.43
1622.tif,2,1.75,69.94,81.75,149.94
1622.tif,2,9.2,144.43,89.2,224.43
1623.tif,4,159.46,165.93,239.46,245.93
1623.tif,4,88,116.36,168,196.36
1624.tif,4,0,201.4,51.24,256
1624.tif,4,56.94,211.9,136.94,256
1624.tif,4,17.45,130.1,97.44,210.1
